date,open,high,low,close,volume,change_rate
2014-03-24,25200,25480,25180,25460,141478,0.0
2014-03-25,25380,25400,24820,24940,272500,-2.04241948153967
2014-03-26,25380,25800,24960,25700,348894,3.0473135525260626
2014-03-27,25800,26660,25700,26660,417557,3.735408560311284
2014-03-28,26400,26760,26400,26700,212974,0.15003750937734434
2014-03-31,26900,26900,26440,26860,265197,0.599250936329588
2014-04-01,26900,26900,26619,26780,221620,-0.29784065524944153
2014-04-02,26999,27140,26860,27140,262001,1.344286781179985
2014-04-03,27020,27900,27020,27800,381976,2.4318349299926307
2014-04-04,27540,27940,27540,27600,368007,-0.7194244604316548
2014-04-07,27940,27940,27480,27940,215235,1.2318840579710146
2014-04-08,27740,27980,27500,27880,212164,-0.21474588403722264
2014-04-09,27880,27900,27280,27420,321232,-1.6499282639885222
2014-04-10,27380,27600,27199,27600,199984,0.6564551422319475
2014-04-11,27240,27359,27180,27300,213187,-1.0869565217391304
2014-04-14,27300,27720,27300,27400,211720,0.3663003663003663
2014-04-15,27720,27739,27379,27400,219396,0.0
2014-04-16,27400,27840,27259,27600,186171,0.7299270072992701
2014-04-17,27520,27600,27320,27400,144833,-0.7246376811594203
2014-04-18,27399,27580,27399,27560,190367,0.583941605839416
2014-04-21,27580,27720,27500,27600,65985,0.14513788098693758
2014-04-22,27480,27680,27420,27500,121686,-0.36231884057971014
2014-04-23,27880,27900,27640,27780,190015,1.0181818181818183
2014-04-24,28180,28180,27980,28140,210924,1.2958963282937366
2014-04-25,28400,28560,27959,27980,305396,-0.5685856432125089
2014-04-28,28080,28120,27640,27760,188629,-0.7862759113652609
2014-04-29,27780,27900,27019,27200,218184,-2.0172910662824206
2014-04-30,27600,27619,26519,26860,300946,-1.25
2014-05-02,27080,27180,26880,26920,298867,0.22338049143708116
2014-05-07,27000,27120,26800,26880,283794,-0.1485884101040119
2014-05-08,27100,27100,26880,27000,325638,0.4464285714285714
2014-05-09,27120,27160,26520,26700,263141,-1.1111111111111112
2014-05-12,26720,27900,26640,27760,318896,3.9700374531835205
2014-05-13,27760,28500,27760,28000,242148,0.8645533141210375
2014-05-14,28180,28300,28020,28300,222075,1.0714285714285714
2014-05-15,28280,28379,28060,28200,136134,-0.35335689045936397
2014-05-16,28000,28740,27980,28560,317130,1.276595744680851
2014-05-19,28560,29000,28160,28960,385621,1.400560224089636
2014-05-20,28900,29080,28700,29020,320146,0.20718232044198895
2014-05-21,28700,29000,28700,28820,216850,-0.6891798759476223
2014-05-22,28819,28960,28520,28520,190800,-1.040943789035392
2014-05-23,28100,28560,28100,28560,170233,0.1402524544179523
2014-05-26,28400,28640,28300,28440,74712,-0.42016806722689076
2014-05-27,28340,28460,28059,28140,94968,-1.0548523206751055
2014-05-28,28380,28700,28180,28660,184019,1.8479033404406537
2014-05-29,29000,29300,28800,29200,250430,1.884159106769016
2014-05-30,29400,29639,28859,28860,316621,-1.1643835616438356
2014-06-02,28860,29160,28780,29100,148789,0.8316008316008316
2014-06-03,29680,29900,29300,29400,344685,1.0309278350515463
2014-06-05,29320,29600,29000,29140,270141,-0.8843537414965987
2014-06-09,29400,29459,28040,28180,445392,-3.2944406314344548
2014-06-10,28419,28760,28100,28720,184282,1.9162526614620299
2014-06-11,28239,28600,28239,28440,172515,-0.9749303621169917
2014-06-12,28600,28600,28020,28260,258863,-0.6329113924050633
2014-06-13,28040,28080,27260,27340,371781,-3.255484784147204
2014-06-16,27599,27639,27240,27480,306399,0.5120702267739575
2014-06-17,27200,27559,27020,27480,269535,0.0
2014-06-18,27460,27519,27120,27160,220887,-1.1644832605531297
2014-06-19,26899,26980,26399,26460,446794,-2.5773195876288657
2014-06-20,26600,26600,25920,26020,478053,-1.6628873771730914
2014-06-23,26420,26640,26320,26440,249765,1.6141429669485012
2014-06-24,26800,27079,26640,26900,237817,1.739788199697428
2014-06-25,26600,26660,26360,26400,204638,-1.858736059479554
2014-06-26,26180,26860,26140,26500,255306,0.3787878787878788
2014-06-27,26140,26379,26120,26220,179061,-1.0566037735849056
2014-06-30,26199,26479,26180,26440,177621,0.8390541571319604
2014-07-01,26160,26279,26020,26200,174508,-0.9077155824508321
2014-07-02,26340,26620,26120,26600,222785,1.5267175572519083
2014-07-03,26720,26720,26320,26360,170861,-0.9022556390977444
2014-07-04,26440,26520,26060,26120,119577,-0.9104704097116844
2014-07-07,25820,26020,25800,25840,188741,-1.0719754977029097
2014-07-08,25880,26380,25740,25900,241464,0.23219814241486067
2014-07-09,25740,26160,25660,26160,236598,1.0038610038610039
2014-07-10,26160,26220,26040,26120,179204,-0.1529051987767584
2014-07-11,26000,26040,25640,25680,215592,-1.6845329249617151
2014-07-14,25960,26000,25720,25720,141643,0.1557632398753894
2014-07-15,26000,26459,25940,26400,239521,2.6438569206842923
2014-07-16,26259,26459,26220,26420,182284,0.07575757575757576
2014-07-17,26519,26700,26400,26600,218454,0.6813020439061317
2014-07-18,26300,26860,26280,26860,194853,0.9774436090225564
2014-07-21,26980,27200,26860,27060,161199,0.7446016381236039
2014-07-22,26960,27159,26900,26960,126019,-0.36954915003695493
2014-07-23,27080,27140,26700,26760,128346,-0.741839762611276
2014-07-24,27000,27159,26620,27100,161034,1.2705530642750373
2014-07-25,26920,27100,26700,27100,175803,0.0
2014-07-28,27099,27340,26880,27160,179851,0.22140221402214022
2014-07-29,27099,27759,27060,27720,256186,2.0618556701030926
2014-07-30,27760,28160,27480,27900,347189,0.6493506493506493
2014-07-31,27480,27700,26720,26860,487027,-3.7275985663082443
2014-08-01,26100,26560,25840,25840,564621,-3.79746835443038
2014-08-04,26000,26340,25820,26340,241335,1.9349845201238391
2014-08-05,26020,26420,26000,26320,172529,-0.07593014426727411
2014-08-06,26120,26320,25900,26000,216602,-1.21580547112462
2014-08-07,26000,26040,25700,25800,190545,-0.7692307692307693
2014-08-08,25680,25700,24960,25000,412429,-3.10077519379845
2014-08-11,25500,25640,25140,25400,372385,1.6
2014-08-12,25400,25880,25240,25320,179914,-0.31496062992125984
2014-08-13,25500,25500,24960,25280,256900,-0.1579778830963665
2014-08-14,25480,25640,25080,25220,208947,-0.23734177215189875
2014-08-18,25580,25600,25000,25000,210379,-0.8723235527359239
2014-08-19,25280,25460,25060,25080,200888,0.32
2014-08-20,25280,25420,25020,25220,188612,0.5582137161084529
2014-08-21,25100,25220,24620,24700,342108,-2.0618556701030926
2014-08-22,24900,24940,24700,24940,168153,0.9716599190283401
2014-08-25,24620,24620,24420,24560,231544,-1.5236567762630313
2014-08-26,24700,24700,24420,24440,214389,-0.4885993485342019
2014-08-27,24460,24740,24440,24600,243420,0.6546644844517185
2014-08-28,25160,25160,24720,24840,206237,0.975609756097561
2014-08-29,24760,24760,24560,24680,291165,-0.644122383252818
2014-09-01,24720,24740,24480,24520,113281,-0.6482982171799028
2014-09-02,24420,24500,23880,23880,317992,-2.6101141924959217
2014-09-03,24000,24000,23600,23780,424775,-0.41876046901172526
2014-09-04,24200,24320,24040,24200,241999,1.7661900756938604
2014-09-05,24300,24320,23900,24020,215408,-0.743801652892562
2014-09-11,24000,24140,23840,23840,466184,-0.7493755203996669
2014-09-12,24000,24160,24000,24020,217447,0.7550335570469799
2014-09-15,24140,24160,23920,24000,143230,-0.08326394671107411
2014-09-16,24160,24300,24020,24120,141848,0.5
2014-09-17,24140,24520,24140,24520,150915,1.658374792703151
2014-09-18,24600,24600,24080,24200,189535,-1.3050570962479608
2014-09-19,24460,24460,24120,24200,268701,0.0
2014-09-22,24080,24080,23600,23760,320442,-1.8181818181818181
2014-09-23,23560,23700,23220,23220,390828,-2.272727272727273
2014-09-24,23040,23220,22820,23000,315784,-0.9474590869939706
2014-09-25,23240,23320,22940,23120,388290,0.5217391304347827
2014-09-26,23040,23700,22960,23700,248271,2.508650519031142
2014-09-29,23860,24000,23400,23900,188020,0.8438818565400843
2014-09-30,23700,23760,23300,23680,247586,-0.9205020920502093
2014-10-01,23480,23660,23120,23120,238596,-2.364864864864865
2014-10-02,23300,23300,22820,22820,254655,-1.2975778546712802
2014-10-06,22900,23120,22760,23020,425058,0.8764241893076249
2014-10-07,23240,23720,23240,23240,202983,0.9556907037358819
2014-10-08,22840,23020,22480,22600,294411,-2.753872633390706
2014-10-10,22000,22280,21980,22100,436749,-2.2123893805309733
2014-10-13,21640,22540,21560,22160,226895,0.27149321266968324
2014-10-14,22540,22920,22400,22540,331451,1.7148014440433215
2014-10-15,22560,22900,22400,22500,282872,-0.1774622892635315
2014-10-16,22320,22420,22080,22300,302966,-0.8888888888888888
2014-10-17,22120,22300,21740,21780,325635,-2.3318385650224216
2014-10-20,22300,22340,22020,22120,189535,1.5610651974288337
2014-10-21,21880,22000,21620,21660,235321,-2.0795660036166366
2014-10-22,21940,22080,21800,22080,222554,1.9390581717451523
2014-10-23,22260,22260,21800,21880,170118,-0.9057971014492754
2014-10-24,22060,22240,21840,22240,167569,1.6453382084095063
2014-10-27,22020,22220,21740,21900,167772,-1.5287769784172662
2014-10-28,21800,22000,21720,21820,124877,-0.365296803652968
2014-10-29,22000,22600,21800,22600,274522,3.5747021081576533
2014-10-30,22580,23660,22300,23620,491339,4.513274336283186
2014-10-31,23960,25000,23700,24880,772463,5.334462320067739
2014-11-03,25000,25040,24320,24700,269516,-0.7234726688102894
2014-11-04,24380,24840,24100,24340,260006,-1.45748987854251
2014-11-05,24300,24500,23880,24040,203243,-1.2325390304026294
2014-11-06,23960,24200,23860,24080,171403,0.16638935108153077
2014-11-07,24360,24360,23900,24120,120604,0.16611295681063123
2014-11-10,24520,25380,24440,25360,384058,5.140961857379768
2014-11-11,25100,25220,24540,24620,242828,-2.917981072555205
2014-11-12,24620,24680,24380,24600,181592,-0.08123476848090982
2014-11-13,24560,24640,23980,24000,230943,-2.4390243902439024
2014-11-14,24020,24020,23600,23880,212435,-0.5
2014-11-17,23800,24400,23640,24100,193879,0.9212730318257957
2014-11-18,24400,24540,24300,24400,215094,1.2448132780082988
2014-11-19,24760,24760,24240,24360,250055,-0.16393442622950818
2014-11-20,24120,24400,24120,24200,200483,-0.6568144499178982
2014-11-21,24380,24520,24340,24460,246727,1.0743801652892562
2014-11-24,24940,24960,24200,24400,205686,-0.24529844644317253
2014-11-25,24480,24480,23800,23800,356221,-2.459016393442623
2014-11-26,23800,24220,23640,24020,245758,0.9243697478991597
2014-11-27,25460,26020,25280,25280,887556,5.245628642797668
2014-11-28,25900,25920,25480,25740,196891,1.8196202531645569
2014-12-01,25880,25960,25740,25900,257337,0.6216006216006216
2014-12-02,25900,25900,25320,25900,184454,0.0
2014-12-03,26000,26020,25900,25960,194710,0.23166023166023164
2014-12-04,26040,26060,25960,26000,177427,0.15408320493066258
2014-12-05,26280,26280,26000,26040,112756,0.15384615384615385
2014-12-08,26060,26420,26040,26380,158331,1.30568356374808
2014-12-09,26380,27139,26380,26980,271062,2.2744503411675514
2014-12-10,26920,26920,26340,26340,319556,-2.3721275018532246
2014-12-11,26340,26380,25880,26100,409817,-0.9111617312072893
2014-12-12,26060,26080,25480,25720,287945,-1.4559386973180077
2014-12-15,25600,25600,25200,25460,286759,-1.010886469673406
2014-12-16,25400,25780,25360,25580,257895,0.4713275726630008
2014-12-17,25580,25660,25060,25320,261773,-1.016419077404222
2014-12-18,25320,25580,25040,25320,236165,0.0
2014-12-19,25880,26560,25740,26560,367130,4.897314375987362
2014-12-22,26900,26940,26360,26900,358877,1.2801204819277108
2014-12-23,26920,26980,26740,26780,219527,-0.44609665427509293
2014-12-24,26779,26860,26779,26860,125140,0.2987303958177745
2014-12-26,26859,27100,26859,27040,229762,0.6701414743112435
2014-12-29,26900,26940,26580,26580,192749,-1.7011834319526626
2014-12-30,26600,26700,26420,26540,212982,-0.15048908954100826
2015-01-02,26799,26799,26540,26600,175499,0.22607385079125847
2015-01-05,26720,26720,26260,26660,202790,0.2255639097744361
2015-01-06,26300,26340,25760,25900,304710,-2.8507126781695424
2015-01-07,25880,26220,25640,26140,286455,0.9266409266409266
2015-01-08,26780,26780,26199,26280,289552,0.5355776587605203
2015-01-09,26280,26440,26280,26280,186248,0.0
2015-01-12,26260,26379,26020,26320,166508,0.15220700152207
2015-01-13,26280,26800,26000,26780,245868,1.7477203647416413
2015-01-14,26780,27100,26700,26900,286645,0.4480955937266617
2015-01-15,26900,26979,26580,26680,282078,-0.8178438661710037
2015-01-16,26680,26680,26260,26320,271370,-1.3493253373313343
2015-01-19,26580,26980,26400,26860,133459,2.0516717325227964
2015-01-20,27000,27440,26900,27440,265561,2.1593447505584513
2015-01-21,27340,27900,27200,27900,332253,1.6763848396501457
2015-01-22,27960,27979,27560,27560,359154,-1.2186379928315414
2015-01-23,27999,27999,27540,27720,257175,0.5805515239477503
2015-01-26,27500,27900,27280,27780,203070,0.21645021645021645
2015-01-27,27500,27999,27480,28000,199144,0.7919366450683946
2015-01-28,27720,27800,27479,27560,216630,-1.5714285714285716
2015-01-29,27360,27900,27140,27200,274045,-1.3062409288824384
2015-01-30,27200,27540,27200,27300,322200,0.3676470588235294
2015-02-02,27299,27540,27120,27360,210420,0.21978021978021978
2015-02-03,27600,27600,27180,27320,113088,-0.14619883040935672
2015-02-04,27500,27620,27180,27180,186578,-0.5124450951683748
2015-02-05,27180,27379,26920,27160,135408,-0.07358351729212656
2015-02-06,26919,27480,26720,27440,160101,1.0309278350515463
2015-02-09,27200,27980,27140,27900,173870,1.6763848396501457
2015-02-10,28000,28000,27540,27560,130387,-1.2186379928315414
2015-02-11,27480,27480,27080,27100,199476,-1.6690856313497822
2015-02-12,26800,27160,26620,26880,214964,-0.8118081180811807
2015-02-13,27200,27220,26900,27220,130458,1.2648809523809523
2015-02-16,27360,27480,27220,27480,124530,0.9551800146950772
2015-02-17,27479,27539,27280,27540,114900,0.21834061135371177
2015-02-23,27560,27800,27320,27340,306036,-0.7262164124909223
2015-02-24,27699,27780,27280,27340,217265,0.0
2015-02-25,27600,27700,27460,27580,167485,0.8778346744696415
2015-02-26,27580,27600,27360,27500,163583,-0.290065264684554
2015-02-27,27500,27520,27140,27140,260188,-1.309090909090909
2015-03-02,27500,28460,27340,28460,436112,4.8636698599852615
2015-03-03,28699,28740,28119,28360,274976,-0.35137034434293746
2015-03-04,28220,28800,28200,28740,232062,1.3399153737658673
2015-03-05,28780,28860,28340,28440,192312,-1.0438413361169103
2015-03-06,28280,28980,28120,28840,234670,1.4064697609001406
2015-03-09,28800,28800,28400,28400,156292,-1.5256588072122053
2015-03-10,28679,28860,28400,28420,208397,0.07042253521126761
2015-03-11,28380,29580,28360,29480,422173,3.729767769176636
2015-03-12,29200,29460,28940,28940,383064,-1.8317503392130257
2015-03-13,29220,29580,29100,29140,188262,0.691085003455425
2015-03-16,29160,29740,29100,29400,179491,0.8922443376801648
2015-03-17,29399,29999,29200,29940,273223,1.8367346938775513
2015-03-18,29920,30120,29720,30060,249287,0.4008016032064128
2015-03-19,30200,30200,29400,29400,264516,-2.19560878243513
2015-03-20,29500,29600,29200,29280,254099,-0.40816326530612246
2015-03-23,29240,29480,29160,29340,162458,0.20491803278688525
2015-03-24,29099,29560,29099,29520,182263,0.6134969325153374
2015-03-25,29740,29760,29440,29700,187381,0.6097560975609756
2015-03-26,29000,29120,28420,28420,420119,-4.30976430976431
2015-03-27,28300,28960,28300,28420,321316,0.0
2015-03-30,28500,28680,28240,28560,179110,0.49261083743842365
2015-03-31,28979,29040,28600,28820,196853,0.9103641456582634
2015-04-01,28740,28740,28400,28460,145321,-1.2491325468424705
2015-04-02,28680,28799,28460,28680,138068,0.7730147575544624
2015-04-03,28680,28799,28399,28680,125403,0.0
2015-04-06,28860,29800,28700,29400,211652,2.510460251046025
2015-04-07,29560,29700,29240,29240,190521,-0.5442176870748299
2015-04-08,29400,29700,29200,29580,155468,1.1627906976744187
2015-04-09,29400,29780,29400,29660,182151,0.2704530087897228
2015-04-10,29600,29880,29560,29800,199202,0.4720161834120027
2015-04-13,29580,29819,29360,29580,205866,-0.738255033557047
2015-04-14,29699,29699,29300,29480,188595,-0.3380662609871535
2015-04-15,29199,29400,28539,28920,271021,-1.8995929443690638
2015-04-16,29239,29540,28940,29540,215247,2.143845089903181
2015-04-17,29539,29559,28940,29000,203446,-1.8280297901150981
2015-04-20,28920,28960,28460,28600,247898,-1.3793103448275863
2015-04-21,28420,28900,28399,28880,237053,0.9790209790209791
2015-04-22,28879,29460,28720,29220,253111,1.1772853185595569
2015-04-23,29400,29400,28800,29020,184903,-0.6844626967830253
2015-04-24,28979,29100,28000,28200,381798,-2.8256374913852516
2015-04-27,28200,28220,27500,27900,330343,-1.0638297872340425
2015-04-28,27799,28000,27180,27320,313946,-2.078853046594982
2015-04-29,27339,27880,27279,27700,217913,1.390922401171303
2015-04-30,27699,28360,27580,28200,367057,1.8050541516245486
2015-05-04,28140,28460,27940,28000,165674,-0.7092198581560284
2015-05-06,27800,27819,27120,27240,265410,-2.7142857142857144
2015-05-07,27240,27500,27080,27400,205148,0.5873715124816447
2015-05-08,27319,27400,26760,26760,189762,-2.335766423357664
2015-05-11,27200,27200,26719,26720,192809,-0.14947683109118087
2015-05-12,26900,27060,26480,26620,212664,-0.37425149700598803
2015-05-13,26979,26979,26520,26660,197545,0.15026296018031557
2015-05-14,26820,26860,26559,26800,169770,0.5251312828207052
2015-05-15,27100,27120,26420,26520,178447,-1.0447761194029852
2015-05-18,26700,26700,26180,26400,192537,-0.4524886877828055
2015-05-19,26419,27100,26139,26760,173618,1.3636363636363635
2015-05-20,26980,27400,26820,27320,205829,2.092675635276532
2015-05-21,27420,27440,26880,27040,144212,-1.0248901903367496
2015-05-22,27060,27060,26700,27000,163916,-0.14792899408284024
2015-05-26,27320,27380,26720,27240,200683,0.8888888888888888
2015-05-27,27200,27319,26260,26280,345309,-3.524229074889868
2015-05-28,26340,26420,26020,26180,300963,-0.380517503805175
2015-05-29,26399,26420,25940,26140,347615,-0.15278838808250572
2015-06-01,26000,26020,25760,25820,218439,-1.224177505738332
2015-06-02,26000,26060,25760,26060,175151,0.9295120061967467
2015-06-03,26060,26320,25300,25460,235388,-2.3023791250959325
2015-06-04,26300,26820,26100,26740,388239,5.027494108405342
2015-06-05,26499,27100,26400,26820,196563,0.2991772625280479
2015-06-08,26900,26940,26260,26280,202379,-2.013422818791946
2015-06-09,26000,26200,25360,25640,274705,-2.43531202435312
2015-06-10,25640,25880,25240,25240,250034,-1.5600624024960998
2015-06-11,25260,25480,25060,25140,306281,-0.39619651347068147
2015-06-12,25560,25740,25280,25540,234830,1.591089896579157
2015-06-15,25100,25480,25100,25400,161356,-0.548159749412686
2015-06-16,25400,25480,24900,25100,255352,-1.1811023622047243
2015-06-17,25000,25320,24800,25080,189046,-0.0796812749003984
2015-06-18,25180,25580,25020,25300,164952,0.8771929824561403
2015-06-19,25320,25560,25200,25320,141895,0.07905138339920949
